49.452379 0.00000012 11.83 0.0084 0 0.0056  1.7
49.962257 0.00000034 10.72 0.0085 0 0.0056  1.7
50.474238 0.00000094 9.69 0.0086 0 0.0056  1.7
50.987748 0.00000246 8.69 0.0087 0 0.0055  1.7
51.50335 0.00000608 7.74 0.0089 0 0.0056  1.8
52.021409 0.00001414 6.84 0.0092 0 0.0055  1.8
52.542393 0.00003102 6 0.0094 0 0.0057  1.8
53.066906 0.0000641 5.22 0.0097 0 0.0053  1.9
53.595748 0.0001247 4.48 0.01 0 0.0054  1.8
54.129999 0.000228 3.81 0.0102 0 0.0048  2
54.671157 0.0003918 3.19 0.0105 0 0.0048  1.9
55.221365 0.0006316 2.62 0.01079 0 0.00417  2.1
55.7838  0.0009535 2.115 0.0111 0 0.00375  2.1
56.264777 0.0005489 0.01 0.01646 0 0.00774  0.9
56.363387 0.001344 1.655 0.01144 0 0.00297  2.3
56.96818 0.001763 1.255 0.01181 0 0.00212  2.5
57.612481 0.002141 0.91 0.01221 0 0.00094  3.7
58.323874 0.002386 0.621 0.01266 0 -0.00055 -3.1
58.446589 0.001457 0.079 0.01449 0 0.00597  0.8
59.164204 0.002404 0.386 0.01319 0 -0.00244 0.1
59.590982 0.002112 0.207 0.0136 0 0.00344  0.5
60.306057 0.002124 0.207 0.01382 0 -0.00413 0.7
60.434775 0.002461 0.386 0.01297 0 0.00132  -1
61.150558 0.002504 0.621 0.01248 0 -0.00036 5.8
61.800152 0.002298 0.91 0.01207 0 -0.00159 2.9
62.411212 0.001933 1.255 0.01171 0 -0.00266 2.3
62.486253 0.001517 0.078 0.01468 0 -0.00477 0.9
62.997974 0.001503 1.66 0.01139 0 -0.00334 2.2
63.568515 0.001087 2.11 0.01108 0 -0.00417 2
64.127764 0.0007335 2.62 0.01078 0 -0.00448 2
64.6789  0.0004635 3.19 0.0105 0 -0.0051  1.8
65.224067 0.0002748 3.81 0.0102 0 -0.0051  1.9
65.764769 0.000153 4.48 0.01 0 -0.0057  1.8
66.302088 0.00008009 5.22 0.0097 0 -0.0055  1.8
66.836827 0.00003946 6 0.0094 0 -0.0059  1.7
67.369595 0.00001832 6.84 0.0092 0 -0.0056  1.8
67.900862 0.00000801 7.74 0.0089 0 -0.0058  1.7
68.431001 0.0000033 8.69 0.0087 0 -0.0057  1.7
68.960306 0.00000128 9.69 0.0086 0 -0.0056  1.7
69.489021 0.00000047 10.72 0.0085 0 -0.0056  1.7
70.017342 0.00000016 11.83 0.0084 0 -0.0056  1.7
118.750341 0.000945 0 0.01592 0 -0.00044 0.9
368.49835 0.0000679 0.02 0.0192 0.6 0  1
424.76312 0.000638 0.011 0.01916 0.6 0  1
487.24937 0.000235 0.011 0.0192 0.6 0  1
715.39315 0.0000996 0.089 0.0181 0.6 0  1
773.83873 0.000671 0.079 0.0181 0.6 0  1
834.14533 0.00018  0.079 0.0181 0.6 0  1
