22.23508 0.109 2.143 0.0281
67.80362 0.0011 8.73 0.0292
120.127 0.0007 8.347 0.0286
183.310117 2.3 0.653 0.02979
321.225644 0.0464 6.156 0.0227
325.152919 1.54 1.515 0.0286
336.187 0.001 9.802 0.0281
380.197372 11.9 1.018 0.0292
390.134508 0.0044 7.318 0.0202
437.346667 0.0637 5.015 0.0145
439.150812 0.921 3.561 0.0174
443.018295 0.194 5.015 0.0152
448.001075 10.6 1.37 0.0252
470.888947 0.33 3.561 0.0193
474.689127 1.28 2.342 0.021
488.491133 0.253 2.814 0.0264
503.568532 0.0374 6.693 0.0122
504.482692 0.0125 6.693 0.0126
556.936002 510 0.114 0.0318
620.700807 5.09 2.15 0.0236
658.015 0.274 7.767 0.0318
752.033227 250 0.336 0.0303
841.073593 0.013 8.113 0.015
859.865 0.133 7.989 0.0303
899.407 0.055 7.845 0.0303
902.555 0.038 8.36 0.028
906.205524 0.183 5.039 0.0248
916.171582 8.56 1.369 0.0268
970.315022 9.16 1.842 0.0254
987.926764 138 0.178 0.0303
