"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,12,"ARG","Argentina",9,"ARG","Argentina","ARGENTINA","Argentina","Argentina",NA,NA,NA,"Argentine ","Argentina ","<U+0410><U+0440><U+0433><U+0435><U+043D><U+0442><U+0438><U+043D><U+0430> ","<U+0627><U+0644><U+0623><U+0631><U+062C><U+0646><U+062A><U+064A><U+0646> ","<U+963F><U+6839><U+5EF7> ",NA,NA,"Argentina","AR",NA,"AR",32,"Unknown","Present",37031814,2781013,13.3159442260788,"South America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Upper middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
